Number of Records Retrieved: 10180,,,,,,,,,,,,,,,,,,,,,
STOCKING_EVENT_RECORD_NUM,RECORD_STATUS,STOCKING_YEAR,DESTINATION_WATERBODY_LID,DESTINATION_WATERBODY_NAME,INVENTORY_COMMENTS,STOCKING_COMMENTS,MARKING_COMMENTS,,,,,,,,,,,,,,
5113,APPROVED,2001,17-7415-48483,"Ontario, L.","H9226
Source waterbody = Salmon R.",,,,,,,,,,,,,,,,
3079,APPROVED,2002,18-3614-50099,Battery L.,H7530,Blithfield Twp,,,,,,,,,,,,,,,
3081,APPROVED,2002,18-3293-50267,Schavens L.,H7532,Sebastopol Twp,,,,,,,,,,,,,,,
3082,APPROVED,2002,18-2856-50410,Trout L.,H7517,Jones Twp,,,,,,,,,,,,,,,
3083,APPROVED,2002,18-3562-50096,Wabun L.,H7519,Brougham Twp,,,,,,,,,,,,,,,
3084,APPROVED,2002,18-3492-50132,Green L.,H7520,Brougham Twp,,,,,,,,,,,,,,,
3085,APPROVED,2002,18-3098-50298,Charlotte L.,H7521,Brudenell Twp,,,,,,,,,,,,,,,
3086,APPROVED,2002,18-3402-50088,Morrow L.,H7522,Matawatchan Twp,,,,,,,,,,,,,,,
3161,APPROVED,2002,18-3179-50074,Thirty Eight L.,H6087,,,,,,,,,,,,,,,,
3162,APPROVED,2002,18-3132-50047,Ruby L.,H6088,,,,,,,,,,,,,,,,
3163,APPROVED,2002,18-3017-50009,Parkhurst L.,H6089,,,,,,,,,,,,,,,,
3164,APPROVED,2002,18-3229-49934,Eno L.,H6090,,,,,,,,,,,,,,,,
3165,APPROVED,2002,18-3087-50004,Twintoor L.s,h6091,South Twintoor L.,,,,,,,,,,,,,,,
3167,APPROVED,2002,18-3263-49740,Bon Echo Cr.,H6102,,,,,,,,,,,,,,,,
3168,APPROVED,2002,18-3200-49854,Kilpecker Cr.,H6103,,,,,,,,,,,,,,,,
3169,APPROVED,2002,18-3247-50111,Hydes Cr.,H6104,,,,,,,,,,,,,,,,
3172,APPROVED,2002,18-3249-49828,Rock L.,H6106,,,,,,,,,,,,,,,,
3173,APPROVED,2002,18-3461-49861,Grindstone L.,G0515,,,,,,,,,,,,,,,,
3174,APPROVED,2002,18-3188-49835,Machesney L.,G0516,,,,,,,,,,,,,,,,
3175,APPROVED,2002,18-3583-49929,Egg L.,G0517,,,,,,,,,,,,,,,,
3176,APPROVED,2002,18-3533-49916,Granite L.,G0518,,,,,,,,,,,,,,,,
3177,APPROVED,2002,18-3333-49855,Brooks L.,G0519,,,,,,,,,,,,,,,,
3178,APPROVED,2003,16-3634-54687,Black Sturgeon L.,,Stocking: flushed from truck into the lake,,,,,,,,,,,,,,,
3179,APPROVED,2003,16-3634-54687,Black Sturgeon L.,,Stocking: flushed from truck into the lake,,,,,,,,,,,,,,,
5836,APPROVED,2001,17-5013-51790,Wisner L.,H7105,,,,,,,,,,,,,,,,
5837,APPROVED,2001,17-5007-51782,Football L.,H7106,,,,,,,,,,,,,,,,
5838,APPROVED,2001,17-4975-51762,Wisner L. 24,H7107,,,,,,,,,,,,,,,,
5839,APPROVED,2001,17-4899-51730,"Labelle, L.",H7108,,,,,,,,,,,,,,,,
5840,APPROVED,2001,17-4838-51701,James L.,H7109,,,,,,,,,,,,,,,,
5841,APPROVED,2001,17-4809-51679,Morgan L. 32,H7110,,,,,,,,,,,,,,,,
5842,APPROVED,2001,17-4787-51681,Morgan L. 17,H7113,,,,,,,,,,,,,,,,
5843,APPROVED,2001,17-4809-51698,Irwin L.,H7114,,,,,,,,,,,,,,,,
5844,APPROVED,2001,17-4799-51716,Rudys L.,H7115,,,,,,,,,,,,,,,,
5845,APPROVED,2001,17-4800-51736,Hachey L.,H7116,,,,,,,,,,,,,,,,
5846,APPROVED,2001,17-4970-51730,Pigeon L.,H7117,,,,,,,,,,,,,,,,
5847,APPROVED,2001,17-5033-51379,Broder L. 23,H7118,,,,,,,,,,,,,,,,
4398,APPROVED,2002,16-5024-55147,"A620-A, L.",H5498,truck pail lake,,,,,,,,,,,,,,,
4399,APPROVED,2002,16-5128-55272,"A717-A, L.",H5499,bag 10 min walk,,,,,,,,,,,,,,,
4400,APPROVED,2002,16-4967-55711,Johnny L.,H5500,,,,,,,,,,,,,,,,
4401,APPROVED,2002,16-4175-54303,Fire Hill L.,H5159,,,,,,,,,,,,,,,,
4402,APPROVED,2002,16-4175-54303,Fire Hill L.,H5158,,,,,,,,,,,,,,,,
4403,APPROVED,2002,16-4483-55053,Pasha L.,H5223,Aerator Failure durring transit caused mortality.,,,,,,,,,,,,,,,
4404,APPROVED,2002,16-4308-55224,North Wind L.,H5225,,,,,,,,,,,,,,,,
4405,APPROVED,2002,16-4161-54408,Limestone L.,H5129,,,,,,,,,,,,,,,,
4406,APPROVED,2002,16-4188-54630,McAvay L.,H5130,,,,,,,,,,,,,,,,
4407,APPROVED,2002,16-4476-55060,Goddard L.,H5131,,,,,,,,,,,,,,,,
4408,APPROVED,2002,16-4506-54218,Flats L.,H5132,,,,,,,,,,,,,,,,
4409,APPROVED,2002,16-4507-54212,Bluebill L.,H5133,,,,,,,,,,,,,,,,
4411,APPROVED,2002,16-4301-54925,Camproad Cr.,"H5140
weight n/a",left over eggs,,,,,,,,,,,,,,,
4412,APPROVED,2002,16-4775-54071,Rongie L.,H5203,,,,,,,,,,,,,,,,
4414,APPROVED,2002,16-4736-54180,Ambrose L.,H5136,,,,,,,,,,,,,,,,
4415,APPROVED,2002,16-4830-54328,Southpine L.,H5138,,,,,,,,,,,,,,,,
4416,APPROVED,2002,16-4741-54101,Jason L.,H5139,,,,,,,,,,,,,,,,
4420,APPROVED,2002,17-7109-49919,Miskwabi L.,"H4603
genetic stock code listed as Halls Lake",,,,,,,,,,,,,,,,
3087,APPROVED,2002,18-2982-50348,Wadsworth L.,H7523,Radcliffe Twp,,,,,,,,,,,,,,,
3088,APPROVED,2002,18-3013-50268,Diamond L.,H7524,Radcliffe Twp,,,,,,,,,,,,,,,
3089,APPROVED,2002,18-3030-50161,Raglan White L.,H7525,Raglan Twp,,,,,,,,,,,,,,,
3091,APPROVED,2002,18-5481-50460,Ottawa R.,H7657,Rolph Twp,,,,,,,,,,,,,,,
3092,APPROVED,2002,18-2967-50318,Halfway L.,H7667,Radcliffe Twp,,,,,,,,,,,,,,,
3101,APPROVED,2002,17-4006-49280,"Huron, L.",H8815,,clip date Aug 2001,,,,,,,,,,,,,,
3102,APPROVED,2002,17-4006-49280,"Huron, L.",H8816,,clip date Aug 2001,,,,,,,,,,,,,,
3103,APPROVED,2002,17-4006-49280,"Huron, L.",H8817,,clip dateAug 2001,,,,,,,,,,,,,,
3104,APPROVED,2002,17-4006-49280,"Huron, L.",H8818,,clip date Aug 2001,,,,,,,,,,,,,,
3108,APPROVED,2002,18-3873-49226,Loughborough L.,H6123,,,,,,,,,,,,,,,,
3111,APPROVED,2002,18-3741-49489,Bobs L.,H6124,,,,,,,,,,,,,,,,
3112,APPROVED,2002,18-3880-49279,Upper Rock L.,H6050,,,,,,,,,,,,,,,,
3113,APPROVED,2002,18-3138-49058,Parks Cr.,H6040,,,,,,,,,,,,,,,,
3114,APPROVED,2002,18-3662-49616,Little Round L.,H6039,,,,,,,,,,,,,,,,
3115,APPROVED,2002,18-3795-49263,Draper L.,G0640,private cottage,,,,,,,,,,,,,,,
3116,APPROVED,2002,18-3754-49244,Cronk L.,H0641,public dock,,,,,,,,,,,,,,,
3117,APPROVED,2002,18-3796-49358,Moulton L.,H6166,mid lake,,,,,,,,,,,,,,,
3180,APPROVED,2003,16-3634-54687,Black Sturgeon L.,,Stocking: flushed from truck into the lake,,,,,,,,,,,,,,,
3182,APPROVED,2002,18-3297-49700,McCausland L.,G0520,,,,,,,,,,,,,,,,
3183,APPROVED,2002,18-3497-50033,Big Mair L.,G0521,,,,,,,,,,,,,,,,
3184,APPROVED,2002,18-3143-49522,Elzevir L.,G0522,,,,,,,,,,,,,,,,
3186,APPROVED,2002,18-2795-49522,Limit L.,H6074,,,,,,,,,,,,,,,,
3187,APPROVED,2002,18-3060-50034,Spring L.,H6093,,,,,,,,,,,,,,,,
3188,APPROVED,2002,18-3060-50034,Spring L.,H6094,,,,,,,,,,,,,,,,
3189,APPROVED,2002,18-3067-49861,Little Long L.,H6095,,,,,,,,,,,,,,,,
3193,APPROVED,2002,18-3390-49726,Blue L.,H6097,,,,,,,,,,,,,,,,
3195,APPROVED,2002,18-3344-49954,Quackenbush L.,H6058,,,,,,,,,,,,,,,,
3877,APPROVED,2002,16-6177-53876,North Twin L.,H5278,,,,,,,,,,,,,,,,
5849,APPROVED,2001,17-4771-51865,Sandcherry L.,H7120,,,,,,,,,,,,,,,,
5850,APPROVED,2001,17-4431-52037,Athlone L. 13,H7121,,,,,,,,,,,,,,,,
5851,APPROVED,2001,17-4426-52033,Athlone L. 44,H7122,,,,,,,,,,,,,,,,
5852,APPROVED,2001,17-4515-51994,Conglomeration L.,H7123,,,,,,,,,,,,,,,,
5854,APPROVED,2001,17-4542-51885,Lees L.,H7125,,,,,,,,,,,,,,,,
5855,APPROVED,2001,17-4604-51859,Munster L. 25,H7126,,,,,,,,,,,,,,,,
5856,APPROVED,2001,17-4499-51765,Key L.,H7127,,,,,,,,,,,,,,,,
5857,APPROVED,2001,17-4559-51680,Mousseau L.,H7128,,,,,,,,,,,,,,,,
5858,APPROVED,2001,17-4617-51570,Twin L.s,H7129,Twin (North) Cascaden Twp,,,,,,,,,,,,,,,
5859,APPROVED,2001,17-4617-51570,Twin L.s,H7130,Twin (south) cascaden Twp,,,,,,,,,,,,,,,
5860,APPROVED,2001,17-4626-51603,Poleline L.,H7131,,,,,,,,,,,,,,,,
5861,APPROVED,2001,17-4543-51628,Second L.,H7133,,,,,,,,,,,,,,,,
5862,APPROVED,2001,17-4561-51656,Hart L. 57,H7134,,,,,,,,,,,,,,,,
5863,APPROVED,2001,17-4564-51657,Hart L. 58,H7135,,,,,,,,,,,,,,,,
5865,APPROVED,2001,17-4604-51569,Pistol L.,H7137,,,,,,,,,,,,,,,,
5866,APPROVED,2001,17-4619-51492,Ross L.,H7138,,,,,,,,,,,,,,,,
5867,APPROVED,2001,17-4673-51575,Poika L.,H7139,,,,,,,,,,,,,,,,
4421,APPROVED,2002,17-6857-50049,Lipsy L.,"H4602
genetic stock code listed as Halls Lake",Guilford,,,,,,,,,,,,,,,
4422,APPROVED,2002,17-6707-49705,Devils L.,H7575,Lutterworth L.  Lutterworth Twp,,,,,,,,,,,,,,,
4423,APPROVED,2002,17-6833-49961,Maple L.,H7576,Stanhope Twp,,,,,,,,,,,,,,,
4425,APPROVED,2002,17-6787-50061,Sampson's P.,H7570,Sherborne Twp,,,,,,,,,,,,,,,
5033,APPROVED,2001,17-7415-48483,"Ontario, L.","H7424
Source waterbody = Credit R.","members of St. catherines game and Fish Club insisted that fish be stocked farther upstream (storm sewer, imprinting)",,,,,,,,,,,,,,,
5034,APPROVED,2001,17-7415-48483,"Ontario, L.","H7425
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5035,APPROVED,2001,17-7415-48483,"Ontario, L.","H7426
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5037,APPROVED,2001,17-7415-48483,"Ontario, L.","H7428
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5038,APPROVED,2001,17-7415-48483,"Ontario, L.","H7429
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5039,APPROVED,2001,17-7415-48483,"Ontario, L.","h7430
Source waterbody = Credit R.",fish stocked at alternate site- Beacon Inn,,,,,,,,,,,,,,,
5040,APPROVED,2001,17-7415-48483,"Ontario, L.","H7431
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5041,APPROVED,2001,17-7415-48483,"Ontario, L.","H7432
source waterbody = Credit R.",,,,,,,,,,,,,,,,
5042,APPROVED,2001,17-7415-48483,"Ontario, L.","H7433
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5045,APPROVED,2001,17-7415-48483,"Ontario, L.","H7436
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5046,APPROVED,2001,17-7415-48483,"Ontario, L.","H7437
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
5048,APPROVED,2001,17-7415-48483,"Ontario, L.","H7439
Source waterbody = Credit R.",,,,,,,,,,,,,,,,
3118,APPROVED,2002,18-3801-49387,Paddys L.,H6167,mid lake,,,,,,,,,,,,,,,
3120,APPROVED,2002,18-3788-49352,Clearwater L.,H6169,mid lake,,,,,,,,,,,,,,,
3121,APPROVED,2002,18-3503-49630,Hungry L.,H6173,mid lake,,,,,,,,,,,,,,,
3122,APPROVED,2002,18-3503-49630,Hungry L.,H6172,mid lake,,,,,,,,,,,,,,,
3123,APPROVED,2002,18-3503-49630,Hungry L.,H6171,mid lake,,,,,,,,,,,,,,,
3124,APPROVED,2002,18-3503-49630,Hungry L.,H6170,mid lake,,,,,,,,,,,,,,,
3773,APPROVED,2002,16-3595-55754,Secret L.,H5122,,,,,,,,,,,,,,,,
3774,APPROVED,2002,16-3800-54060,Fall L.,H5123,,,,,,,,,,,,,,,,
3775,APPROVED,2002,16-3501-55631,Chimney L.,H5124,,,,,,,,,,,,,,,,
3777,APPROVED,2002,16-3375-53694,Boulevard L.,20020517,,,,,,,,,,,,,,,,
3780,APPROVED,2002,16-3184-53931,Little Hawkeye L.,H5116,,,,,,,,,,,,,,,,
3781,APPROVED,2002,16-2918-53702,Adrian L.,H5117,,,,,,,,,,,,,,,,
3782,APPROVED,2002,16-2839-53598,East Pennock L.,H5118,,,,,,,,,,,,,,,,
3783,APPROVED,2002,16-2839-53455,Strange L. 82E,H5119,,,,,,,,,,,,,,,,
3784,APPROVED,2002,16-3092-53506,Chub L.,H5120,,,,,,,,,,,,,,,,
3785,APPROVED,2002,16-3622-54289,Sigh L.,H5114,,,,,,,,,,,,,,,,
3786,APPROVED,2003,17-4006-49280,"Huron, L.",,boat site lat 45 16.892 long 81 43.239,,,,,,,,,,,,,,,
3878,APPROVED,2002,16-6176-53873,South Twin L.,H5282,,,,,,,,,,,,,,,,
3879,APPROVED,2002,16-6674-53739,Atkinson L. 1,H5283,,,,,,,,,,,,,,,,
3880,APPROVED,2002,16-7002-53732,Francois L.,H5284,,,,,,,,,,,,,,,,
3881,APPROVED,2002,16-6978-53562,Indian L.,H5285,,,,,,,,,,,,,,,,
3882,APPROVED,2002,16-6686-53551,Mystery L.,H5286,,,,,,,,,,,,,,,,
3883,APPROVED,2002,16-7134-53318,West L.,H5287,,,,,,,,,,,,,,,,
3884,APPROVED,2002,16-6925-53546,Strobus L.,H5288,,,,,,,,,,,,,,,,
3885,APPROVED,2002,16-6607-53072,Antoine L.,H5289,,,,,,,,,,,,,,,,
3886,APPROVED,2002,16-6770-53386,Big L.,H5290,,,,,,,,,,,,,,,,
3887,APPROVED,2002,16-6998-53311,Big House L.,H5291,,,,,,,,,,,,,,,,
3888,APPROVED,2002,16-6156-53191,Cameron L.,H5292,,,,,,,,,,,,,,,,
3889,APPROVED,2002,16-6708-53091,Centennial L.,H5293,,,,,,,,,,,,,,,,
3890,APPROVED,2002,16-6674-53114,Dycie L.,H5294,,,,,,,,,,,,,,,,
3891,APPROVED,2002,16-6714-53242,Francis L.,H5295,,,,,,,,,,,,,,,,
3892,APPROVED,2002,16-6716-53272,Mildred L.,H5296,,,,,,,,,,,,,,,,
3893,APPROVED,2002,16-6679-53154,Minto L.,H5297,,,,,,,,,,,,,,,,
3894,APPROVED,2002,16-6596-53232,Nancy L.,H5298,,,,,,,,,,,,,,,,
3896,APPROVED,2003,17-4006-49280,"Huron, L.",,boat site lat 45 21.513 long 80 24.169,,,,,,,,,,,,,,,
5870,APPROVED,2001,17-4436-51620,Kit L.,H7142,,,,,,,,,,,,,,,,
5873,APPROVED,2001,17-4555-51749,Moncrieff L. 91,h7144,,,,,,,,,,,,,,,,
5874,APPROVED,2001,17-5240-51985,Chiniguchi L.,H7145,,,,,,,,,,,,,,,,
5875,APPROVED,2001,17-5305-51809,Matagamasi L.,H7146,,,,,,,,,,,,,,,,
6509,APPROVED,2002,16-6840-52393,Kenny L.,H6561,,,,,,,,,,,,,,,,
6510,APPROVED,2002,16-6853-52393,Crescent L.,H6562,,,,,,,,,,,,,,,,
6511,APPROVED,2002,16-6850-52397,MacGregor L.,H6563,,,,,,,,,,,,,,,,
6513,APPROVED,2002,16-6652-52618,Doc Greig L.,H6564,,,,,,,,,,,,,,,,
6514,APPROVED,2002,16-6649-52691,Mom L.,H6565,,,,,,,,,,,,,,,,
6515,APPROVED,2002,16-6648-52693,Baby L.,H6566,,,,,,,,,,,,,,,,
6516,APPROVED,2002,16-6649-52694,Dad L.,H6567,,,,,,,,,,,,,,,,
6517,APPROVED,2002,16-6389-53685,East Shell L.,H6598,,,,,,,,,,,,,,,,
6518,APPROVED,2002,16-6767-53232,Crystal L.,H6613,,,,,,,,,,,,,,,,
6519,APPROVED,2002,16-7012-53263,Mile L.,H6615,,,,,,,,,,,,,,,,
6520,APPROVED,2002,16-6650-52869,Red Rock L.,H6649,,,,,,,,,,,,,,,,
5158,APPROVED,2001,17-4037-54852,Teetzel L. 9,H8894,Teetzel #9 L.,,,,,,,,,,,,,,,
6526,APPROVED,2002,17-4006-49280,"Huron, L.",G4162,,,,,,,,,,,,,,,,
6527,APPROVED,2002,17-4006-49280,"Huron, L.",G4163,,,,,,,,,,,,,,,,
5050,APPROVED,2001,17-7415-48483,"Ontario, L.","H7440
eggs imported from Salmon R., New York (trib of L. Ontario)",,,,,,,,,,,,,,,,
5051,APPROVED,2001,17-7415-48483,"Ontario, L.","H7441
eggs imported from Salmon R., New York (trib of L. Ontario)",,,,,,,,,,,,,,,,
5052,APPROVED,2001,17-7415-48483,"Ontario, L.",H7442,"STKMT fry dispersal by pail in riffle areas ro Limehouse, downstream (halfway to 17th sideroad) stocking area 3A (map)",,,,,,,,,,,,,,,
5053,APPROVED,2001,17-7415-48483,"Ontario, L.",H7443,"STKMT fry dispersal by pail in riffle areas from Limehouse, downstream (halfway to 17th Sideroad) sotcking area 3A (map)",,,,,,,,,,,,,,,
5054,APPROVED,2001,17-7415-48483,"Ontario, L.",H7446,STKMT fry dispersal by pail in riffle areas; Forks of the Credit Provincial Park,,,,,,,,,,,,,,,
5055,APPROVED,2001,17-7415-48483,"Ontario, L.",H7447,"park gate to Forks
STKMT fry dispersal by pail in riffle areas from park gate down to the Forks",,,,,,,,,,,,,,,
5056,APPROVED,2001,17-7415-48483,"Ontario, L.",H7448,"STKMT fry dispersal by pail in riffle areas from main Credit for 1.5 km below Forks, stocking area 2C (map)",,,,,,,,,,,,,,,
5057,APPROVED,2001,17-7415-48483,"Ontario, L.","H7449
eggs imported from Salmon R., New York (trib of L. Ontario)",,,,,,,,,,,,,,,,
5058,APPROVED,2001,17-7415-48483,"Ontario, L.","H7450
Source waterbody = Salmon R.",,,,,,,,,,,,,,,,
5059,APPROVED,2001,17-7415-48483,"Ontario, L.",H7465,surplus brood stock; fish stocked on Steve Waringa property on the Grange Sideroad 911#2606 (see map),tagged with blue floy tags left side posterior to dorsal fin.  Tags have a number and MNR REU 705-755-2266,,,,,,,,,,,,,,
5060,APPROVED,2001,17-7415-48483,"Ontario, L.","H7467
surplus brood stock",,"blue floy tags left side posterior to dorsal fin, tags have a number and MNR REU 705-755-2266",,,,,,,,,,,,,,
2997,APPROVED,2002,17-7182-51196,Gardiner L.,H6380,Clara Twp,,,,,,,,,,,,,,,
2998,APPROVED,2002,17-7175-51183,Rattail L.,H6381,Clara Twp,,,,,,,,,,,,,,,
2999,APPROVED,2002,17-7185-51218,Township Line L.,H6382,Clara twp,,,,,,,,,,,,,,,
3001,APPROVED,2002,18-2690-51165,Owl L.,H6384,Maria Twp,,,,,,,,,,,,,,,
3002,APPROVED,2002,17-7222-51132,Big Bissett L.,H6385,Maria Twp,,,,,,,,,,,,,,,
3007,APPROVED,2002,17-7252-51202,Mousseau L.,H6364,maria Twp,,,,,,,,,,,,,,,
7837,APPROVED,2004,17-4006-49280,"Huron, L.",,Stocking Site lat 46 30.283 long 84 19.499 stocked at MNR hangar.,,,,,,,,,,,,,,,
6212,APPROVED,2001,17-5975-50201,Star L.,H7064,,"clip date, clip check date Aug 2000",,,,,,,,,,,,,,
6214,APPROVED,2001,17-5856-50474,Fairholme L.,H7066,Hagerman Twp,"clip date, clip check date Aug 2000",,,,,,,,,,,,,,
6215,APPROVED,2001,17-5878-50090,Blackstone L.,H7067,Conger Twp,"clip date, clip check date Aug 2000",,,,,,,,,,,,,,
6216,APPROVED,2001,17-5830-50066,Crane L.,H7068,Conger,"clip date, clip check date Aug 2000",,,,,,,,,,,,,,
6217,APPROVED,2001,17-5757-50240,Darlingtons L.,H7069,Mcdougall Twp,"clip date, clip check date Aug 2000",,,,,,,,,,,,,,
6218,APPROVED,2001,17-5859-50115,Forget L.,H7070,Foley,"clip date, clip check date Aug 2000",,,,,,,,,,,,,,
5229,APPROVED,2003,17-5417-48200,Conestogo R.,All females,Stocked as part of media event at Macton bridge.,Fish were clipped on site.,,,,,,,,,,,,,,
4368,APPROVED,2002,16-3569-53856,Liver L.,H5466,,,,,,,,,,,,,,,,
7904,APPROVED,2004,18-3549-49895,Summit L.,,"2,000 plus 1,684 surplus",,,,,,,,,,,,,,,
6128,APPROVED,2001,17-6669-50331,Ermine L.,H7083,,,,,,,,,,,,,,,,
6129,APPROVED,2001,17-7089-50526,Costello L.,h7084,,,,,,,,,,,,,,,,
6130,APPROVED,2001,17-6811-50390,Claude L.,h7085,,,,,,,,,,,,,,,,
6131,APPROVED,2001,17-7247-50572,Billy L.,h7086,,,,,,,,,,,,,,,,
6132,APPROVED,2001,17-7007-50451,Speckledtrout L.,H7087,,,,,,,,,,,,,,,,
6135,APPROVED,2001,18-2931-50814,Length L.,H7090,,,,,,,,,,,,,,,,
6137,APPROVED,2001,17-6824-50428,Grape L.,H7092,,,,,,,,,,,,,,,,
6138,APPROVED,2001,17-7062-50582,Myra L.,H7093,,,,,,,,,,,,,,,,
6139,APPROVED,2001,17-7094-50386,Farm B. L.,H7094,,,,,,,,,,,,,,,,
6141,APPROVED,2001,17-7107-50492,Leaf L.,H7096,,,,,,,,,,,,,,,,
6142,APPROVED,2001,16-4827-54059,Lamont L.,H4743,,,,,,,,,,,,,,,,
2038,APPROVED,2002,17-6555-51124,Ukalet L.,H7680,"Boulter Twp.
Stocked brook trout in error. Should have been Splake.",,,,,,,,,,,,,,,
2044,APPROVED,2002,17-6516-51132,Pascal L.,H6322,Boulter Twp.,"clip date, clip check date Aug 2001",,,,,,,,,,,,,,
6848,APPROVED,2001,17-4006-49280,"Huron, L.",H8051; fish weight 0.22 gm FSIS only allows >1,,,,,,,,,,,,,,,,
6849,APPROVED,2002,17-4006-49280,"Huron, L.",H8053; fish weight was 0.22 gm but FSIS required >1,,,,,,,,,,,,,,,,
6850,APPROVED,2001,17-4006-49280,"Huron, L.",H8054; fish weight 0.22 gm FSIS only allows >1,,,,,,,,,,,,,,,,
6852,APPROVED,2001,17-4006-49280,"Huron, L.",H8055; fish weight 0.22 gm FSIS only allows >1,"this record may be a duplicate of #6851which encountered an error upon submission, so resubmitted as #6852",,,,,,,,,,,,,,,
6853,APPROVED,2001,17-4006-49280,"Huron, L.",H8060; fish weight 0.22 gm FSIS only allows >1,,,,,,,,,,,,,,,,
6854,APPROVED,2001,17-4006-49280,"Huron, L.",H8061; fish weight 0.22 gm FSIS only allows >1,,,,,,,,,,,,,,,,
6855,APPROVED,2001,17-4006-49280,"Huron, L.",H6482,,,,,,,,,,,,,,,,
6856,APPROVED,2001,17-4006-49280,"Huron, L.",H8749,,,,,,,,,,,,,,,,
6857,APPROVED,2001,17-4006-49280,"Huron, L.",H8743,,,,,,,,,,,,,,,,
6858,APPROVED,2001,17-4006-49280,"Huron, L.",H8742,,,,,,,,,,,,,,,,
6859,APPROVED,2001,17-4006-49280,"Huron, L.",H8735,,,,,,,,,,,,,,,,
7983,APPROVED,2004,17-7415-48483,"Ontario, L.",,18 T 0350285 4863594,,,,,,,,,,,,,,,
7988,APPROVED,2004,17-7415-48483,"Ontario, L.",,18 T 0351967 4864909,,,,,,,,,,,,,,,
7913,APPROVED,2004,16-3768-53865,Caribou L.,,"Truck, Net, Lake",,,,,,,,,,,,,,,
7914,APPROVED,2004,16-5492-55145,Pamela L.,,"Truck, Pail, Lake",,,,,,,,,,,,,,,
7925,APPROVED,2004,16-5497-55182,Lukinto L.,,"Truck, Pail, Lake",,,,,,,,,,,,,,,
7927,APPROVED,2004,16-5012-55143,Hilder L.,,"Truck, Flush",,,,,,,,,,,,,,,
7931,APPROVED,2004,16-3800-54060,Fall L.,,"Bagged @ hatchery, fry that could not be stocked the day before heli stocking.",,,,,,,,,,,,,,,
6143,APPROVED,2001,16-4615-55035,Spring L.,H4745,,,,,,,,,,,,,,,,
6144,APPROVED,2001,17-5786-50311,Boy L.,G0336,Mcdougall Twp,,,,,,,,,,,,,,,
6145,APPROVED,2001,17-5770-50223,Seguin R.,G0337,Town of Parry Sound,,,,,,,,,,,,,,,
6146,APPROVED,2001,17-5810-50147,Otter L.,G0338,Foley Twp,,,,,,,,,,,,,,,
6148,APPROVED,2001,17-5813-50183,Oastler L.,G0340,Foley,,,,,,,,,,,,,,,
6149,APPROVED,2001,17-5872-50004,Kapikog L.,G0341,Conger,,,,,,,,,,,,,,,
6150,APPROVED,2001,17-5984-49926,Silver Sand L.,G0342,Freeman,,,,,,,,,,,,,,,
6152,APPROVED,2001,17-5941-50243,Maple L.,G0343,Christie Twp,,,,,,,,,,,,,,,
6153,APPROVED,2001,17-5971-50251,Sugar L.,G0344,Christie,,,,,,,,,,,,,,,
6154,APPROVED,2001,15-5174-54004,Hoard L.,H4834,,,,,,,,,,,,,,,,
6155,APPROVED,2001,15-5174-54004,Hoard L.,H4833,,,,,,,,,,,,,,,,
6156,APPROVED,2001,18-3683-49857,Bottle L.,G0099,mid lake,,,,,,,,,,,,,,,
6158,APPROVED,2001,18-3800-50042,Kates L.,G0096,,,,,,,,,,,,,,,,
6159,APPROVED,2001,18-3803-50047,Duncs L.,G0097,,,,,,,,,,,,,,,,
6160,APPROVED,2001,18-3734-50051,Minnow L.,G0098,mid lake,,,,,,,,,,,,,,,
6161,APPROVED,2001,18-3738-49784,Pauls Cr.,H3082,,,,,,,,,,,,,,,,
6162,APPROVED,2001,18-3794-49969,Eastons Cr.,H3088,off bridge,,,,,,,,,,,,,,,
6860,APPROVED,2001,17-4006-49280,"Huron, L.",H8734,,,,,,,,,,,,,,,,
6861,APPROVED,2001,17-4006-49280,"Huron, L.",H8733,,,,,,,,,,,,,,,,
6862,APPROVED,2001,17-4006-49280,"Huron, L.",H8731,,,,,,,,,,,,,,,,
6863,APPROVED,2001,17-4006-49280,"Huron, L.",G2825,,,,,,,,,,,,,,,,
6865,APPROVED,2001,17-4006-49280,"Huron, L.",G1251,,,,,,,,,,,,,,,,
6866,APPROVED,2001,17-4006-49280,"Huron, L.",G1252,,,,,,,,,,,,,,,,
6867,APPROVED,2001,17-4006-49280,"Huron, L.",G1253,,,,,,,,,,,,,,,,
6868,APPROVED,2001,17-4006-49280,"Huron, L.",G1254,,,,,,,,,,,,,,,,
6869,APPROVED,2001,17-4006-49280,"Huron, L.",G1205,,,,,,,,,,,,,,,,
6870,APPROVED,2001,17-4006-49280,"Huron, L.",H0299,,,,,,,,,,,,,,,,
6871,APPROVED,2001,17-4006-49280,"Huron, L.",H0298,,,,,,,,,,,,,,,,
6872,APPROVED,2001,17-4006-49280,"Huron, L.",H0293,,,,,,,,,,,,,,,,
6873,APPROVED,2001,17-4006-49280,"Huron, L.",H0296,,,,,,,,,,,,,,,,
